Name,Section,Title,Subject,Topic,OpenSeats,Credits
Directed Perform,113,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,129,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  35",2.00-6.00
Directed Perform,154,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,156,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,157,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,161,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,163,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,178,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,181,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,184,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,208,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,210,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,211,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  35",2.00-6.00
Directed Perform,212,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,213,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,216,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,219,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  35",2.00-6.00
Directed Perform,220,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,232,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,240,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,241,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,251,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,252,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,253,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,255,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,261,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,262,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,266,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,269,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,270,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,274,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,279,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,282,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,283,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,292,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,293,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  35",2.00-6.00
Directed Perform,296,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Preliminary Exam,104,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,105,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,108,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,112,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,129,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,161,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,178,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,181,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,184,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,211,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,212,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,216,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,293,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Diss-Precand,027,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,066,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,086,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,087,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,104,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,105,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,108,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,112,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,113,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,129,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,156,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,157,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,161,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,163,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,172,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,178,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,181,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,184,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,211,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,212,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,216,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,219,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,232,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,240,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,241,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,252,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,253,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,255,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,261,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,262,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,266,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,269,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,270,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,274,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,282,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,283,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,292,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,293,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,296,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Cand,026,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,027,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,054,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,066,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,067,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,086,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,087,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,102,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,104,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  35",8.00
Diss-Cand,105,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,108,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,112,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  35",8.00
Diss-Cand,113,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,129,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  35",8.00
Diss-Cand,156,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,161,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  35",8.00
Diss-Cand,163,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,172,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,178,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,181,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,184,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,211,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  35",8.00
Diss-Cand,212,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,216,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,225,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,232,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,240,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,241,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,251,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,252,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,253,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,255,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,261,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,262,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,266,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,269,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,270,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,274,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,282,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,283,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,292,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,293,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  35",8.00
Diss-Cand,296,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Curr Prac Project,001,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,002,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,003,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,029,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,035,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,105,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,108,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,172,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,232,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,253,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,262,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,279,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,282,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Curr Prac Project,296,Curr Prac Project,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Drawing: Observation,001,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  18",3.00
Drawing: Observation,002,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  18",3.00
Drawing: Observation,003,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  18",3.00
Drawing: Observation,004,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  18",3.00
Drawing: Observation,005,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  18",3.00
Drawing: Observation,006,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  16",3.00
Drawing: Observation,007,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  18",3.00
Drawing: Observation,008,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  18",3.00
Drawing: Observation,009,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  18",3.00
Drawing: Observation,010,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  18",3.00
Drawing: Observation,011,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  18",3.00
Drawing: Observation,012,Drawing: Observation,Art and Design (ARTDES) Open Sections,,"  17",3.00
Drawing: Visualizatn,001,Drawing: Visualizatn,Art and Design (ARTDES) Open Sections,,"  15",3.00
Studio: 2D,001,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  16",3.00
Studio: 2D,002,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  16",3.00
Studio: 2D,003,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 2D,004,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  17",3.00
Studio: 2D,005,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  17",3.00
Studio: 2D,006,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 2D,007,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 2D,008,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 2D,009,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 2D,010,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  17",3.00
Studio: 2D,011,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 2D,012,Studio: 2D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 3D,001,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  17",3.00
Studio: 3D,002,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  15",3.00
Studio: 3D,003,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  16",3.00
Studio: 3D,004,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 3D,005,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 3D,006,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 3D,007,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 3D,008,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 3D,009,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  17",3.00
Studio: 3D,010,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  17",3.00
Studio: 3D,011,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  16",3.00
Studio: 3D,012,Studio: 3D,Art and Design (ARTDES) Open Sections,,"  18",3.00
Studio: 4D,001,Studio: 4D,Art and Design (ARTDES) Open Sections,,"  14",3.00
Studio: 4D,002,Studio: 4D,Art and Design (ARTDES) Open Sections,,"  14",3.00
First Year Writing,001,First Year Writing,Art and Design (ARTDES) Open Sections,,"  13",4.00
First Year Writing,002,First Year Writing,Art and Design (ARTDES) Open Sections,,"  17",4.00
CreativeProcessStrat,001,CreativeProcessStrat,Art and Design (ARTDES) Open Sections,,"  11",3.00
CreativeProcessStrat,002,CreativeProcessStrat,Art and Design (ARTDES) Open Sections,,"  14",3.00
Art&Des in Context,012,Art&Des in Context,Art and Design (ARTDES) Open Sections,,"   3",3.00
Art&Des in Context,013,Art&Des in Context,Art and Design (ARTDES) Open Sections,,"   7",3.00
Art&Des in Context,001,Art&Des in Context,Art and Design (ARTDES) Open Sections,," ",3.00
Lecture Series I,001,Lecture Series I,Art and Design (ARTDES) Open Sections,," 405",1.00
Graphic Design,004,Graphic Design,Art and Design (ARTDES) Open Sections,,"   1",3.00
Photoshop,001,Photoshop,Art and Design (ARTDES) Open Sections,,"   5",1.00
Illustrator,001,Illustrator,Art and Design (ARTDES) Open Sections,,"   9",1.00
Intro to Ceramics,001,Intro to Ceramics,Art and Design (ARTDES) Open Sections,,"   2",3.00
Design Drawing,001,Design Drawing,Art and Design (ARTDES) Open Sections,,"  13",3.00
Fiber Structures,001,Fiber Structures,Art and Design (ARTDES) Open Sections,,"   2",3.00
Fiber Structures,001,Fiber Structures,Art and Design (ARTDES) Open Sections,,"   2",3.00
Typography,002,Typography,Art and Design (ARTDES) Open Sections,,"   3",3.00
Sign and Symbol,001,Sign and Symbol,Art and Design (ARTDES) Open Sections,,"   2",3.00
Fab: Bits and Atoms,001,Fab: Bits and Atoms,Art and Design (ARTDES) Open Sections,,"  14",3.00
Intro Printmaking,001,Intro Printmaking,Art and Design (ARTDES) Open Sections,,"  10",3.00
Intro Printmaking,001,Intro Printmaking,Art and Design (ARTDES) Open Sections,,"  10",3.00
Intro Printmaking,002,Intro Printmaking,Art and Design (ARTDES) Open Sections,,"   1",3.00
Intro Printmaking,002,Intro Printmaking,Art and Design (ARTDES) Open Sections,,"   1",3.00
Creative Programming,001,Creative Programming,Art and Design (ARTDES) Open Sections,,"   5",3.00
Product Design,001,Product Design,Art and Design (ARTDES) Open Sections,,"   8",3.00
Intro to Animation,001,Intro to Animation,Art and Design (ARTDES) Open Sections,,"  12",3.00
Intro to Photo,001,Intro to Photo,Art and Design (ARTDES) Open Sections,,"   7",3.00
Intro to Sculpture,001,Intro to Sculpture,Art and Design (ARTDES) Open Sections,,"   3",3.00
Intro to Video,001,Intro to Video,Art and Design (ARTDES) Open Sections,,"   2",3.00
Figure Drawing,002,Figure Drawing,Art and Design (ARTDES) Open Sections,,"   2",3.00
Color,001,Color,Art and Design (ARTDES) Open Sections,,"   9",3.00
Special Topics,001,Special Topics,Art and Design (ARTDES) Open Sections,,"  13",3.00
Ceramics Resrch&Exp,001,Ceramics Resrch&Exp,Art and Design (ARTDES) Open Sections,,"   5",3.00
Campaign for Voting,001,Campaign for Voting,Art and Design (ARTDES) Open Sections,,"   2",3.00
Experimental Animatn,001,Experimental Animatn,Art and Design (ARTDES) Open Sections,,"   8",3.00
Experimental Video,001,Experimental Video,Art and Design (ARTDES) Open Sections,,"  13",3.00
Experimental Video,001,Experimental Video,Art and Design (ARTDES) Open Sections,,"  13",3.00
Information Design,001,Information Design,Art and Design (ARTDES) Open Sections,,"   3",3.00
Interaction Design,001,Interaction Design,Art and Design (ARTDES) Open Sections,,"   7",3.00
Interaction Design,002,Interaction Design,Art and Design (ARTDES) Open Sections,,"   1",3.00
Independent Study,044,Independent Study,Art and Design (ARTDES) Open Sections,,"  24",1.00-3.00
Internship,010,Internship,Art and Design (ARTDES) Open Sections,,"  23",1.00-3.00
Publication Design,001,Publication Design,Art and Design (ARTDES) Open Sections,,"   8",3.00
Marking Memory,001,Marking Memory,Art and Design (ARTDES) Open Sections,,"   6",3.00
Mediated Spaces,001,Mediated Spaces,Art and Design (ARTDES) Open Sections,,"  11",3.00
GenRaceSxualityPhoto,001,GenRaceSxualityPhoto,Art and Design (ARTDES) Open Sections,,"   9",3.00
Professn'l Practice,001,Professn'l Practice,Art and Design (ARTDES) Open Sections,,"   1",3.00
Sr IndependentStudio,001,Sr IndependentStudio,Art and Design (ARTDES) Open Sections,,"   3",3.00
Sr IndependentStudio,002,Sr IndependentStudio,Art and Design (ARTDES) Open Sections,,"   7",3.00
Unfashionable,001,Unfashionable,Art and Design (ARTDES) Open Sections,,"   4",3.00
Unfashionable,001,Unfashionable,Art and Design (ARTDES) Open Sections,,"   4",3.00
IPD,001,IPD,Art and Design (ARTDES) Open Sections,,"   4",3.00
IPD,001,IPD,Art and Design (ARTDES) Open Sections,,"   4",3.00
IPD,001,IPD,Art and Design (ARTDES) Open Sections,,"   4",3.00
Delightful Design,001,Delightful Design,Art and Design (ARTDES) Open Sections,,"  10",3.00
Exhibition Design,001,Exhibition Design,Art and Design (ARTDES) Open Sections,,"  10",3.00
Int Project I,003,Int Project I,Art and Design (ARTDES) Open Sections,,"   6",3.00
Int Project I,006,Int Project I,Art and Design (ARTDES) Open Sections,,"  12",3.00
IPD,001,IPD,Art and Design (ARTDES) Open Sections,,"   2",3.00
MFA Research Methods,001,MFA Research Methods,Art and Design (ARTDES) Open Sections,,"  12",3.00
Art Theory Seminar,001,Art Theory Seminar,Art and Design (ARTDES) Open Sections,,"  18",3.00
MFA Critique,001,MFA Critique,Art and Design (ARTDES) Open Sections,,"  12",3.00
MFA Directed Studio,001,MFA Directed Studio,Art and Design (ARTDES) Open Sections,,"   1",6.00
MFA Directed Studio,002,MFA Directed Studio,Art and Design (ARTDES) Open Sections,,"   1",6.00
MFA Directed Studio,003,MFA Directed Studio,Art and Design (ARTDES) Open Sections,,"   1",6.00
MFA Directed Studio,004,MFA Directed Studio,Art and Design (ARTDES) Open Sections,,"   1",6.00
MFA Directed Studio,005,MFA Directed Studio,Art and Design (ARTDES) Open Sections,,"   1",6.00
MFA Directed Studio,006,MFA Directed Studio,Art and Design (ARTDES) Open Sections,,"   1",6.00
MFA Prof Practice,001,MFA Prof Practice,Art and Design (ARTDES) Open Sections,,"   8",3.00
MFA Critique,001,MFA Critique,Art and Design (ARTDES) Open Sections,,"   8",3.00
MFA Thesis Studio,002,MFA Thesis Studio,Art and Design (ARTDES) Open Sections,,"   1",6.00
MFA Thesis Studio,004,MFA Thesis Studio,Art and Design (ARTDES) Open Sections,,"   1",6.00
MFA Thesis Studio,005,MFA Thesis Studio,Art and Design (ARTDES) Open Sections,,"   1",6.00
MFA Thesis Studio,007,MFA Thesis Studio,Art and Design (ARTDES) Open Sections,,"   1",6.00
MFA Thesis Studio,008,MFA Thesis Studio,Art and Design (ARTDES) Open Sections,,"   1",6.00
Int'l Project,001,Int'l Project,Art and Design (ARTDES) Open Sections,,"   8",3.00
